session_id,child_id,activity_id,session_date,avg_attention_duration,response_time,task_completion_rate,engagement_score,number_of_attention_shifts
456,7819,1259,2025-03-07,638.92,4.99,60.56,62.36,8
457,8160,23,2024-10-22,230.63,12.76,81.78,73.23,-6
458,10231,585,2025-10-11,680.55,6.93,64.78,63.82,7
460,3847,804,11/10/2025,673.98,5.53,26.47,40.06,19
461,7770,61,2025-07-18,724.59,1.21,67.30,75.26,12
462,3082,334,08 Jun 2026,705.74,n/a,59.36,70.37,11
463,6689,963,12-01-2025,359.96,6.64,54.62,53.54,9
464,8062,415,2025-09-01,486.48,3.83,45.22,41.16,15
465,8163,1014,,235.5,7.94,50.63,57.42,20
466,3302,404,23/08/2025,449.82,13.53,53.76,71.27,12
467,11449,29353,2025-03-08,642.3,,53.27,71.44,13
468,3027,1482,2026-01-21,863.09,3.75,77.86,69.09,5
469,5890,132,2026-02-15,454.62,7.63,44.67,54.61,14
470,8978,321,2026-04-19,757.37,5.55,56.55,60.17,17
471,3647,1264,0000-00-00,322.63,6.78,59.81,55.62,-2
472,11868,1205,2025-12-01,955.54,,57.13,52.74,7
473,8580,38,2026-06-09,599.17,9.95,40.89,39.75,15
474,9950,270,2026-01-31,685.18,5.03,43.75,45.84,18
475,2302,1158,"January 06, 2025",365.13,13.08,39.08,32.76,13
476,6907,303,2025-05-26,689.51,6.56,28.70,38.83,16
477,922,1202,29/03/2026,209.15,3.29,55.08,54.01,11
478,7070,338,2025-11-23,609.51,2.26,87.61,78.26,6
479,11439,1209,2025-11-26,637.85,<1,66.29,68.53,7
480,5420,759,2025-01-06,437.34,6.32,49.29,56.97,14
481,10839,1136,2026-02-15,,7.22,36.63,29.75,16
482,8517,127,05-04-2025,402.5,9.71,58.39,70.23,16
483,4830,1358,2025-08-01,446.51,7.97,67.66,77.54,14
484,4661,881,18/10/2024,556.12,13.54,68.86,68.01,4
485,11049,149,2025-02-18,661.23,4.99,69.07,72.73,10
486,9177,262,2025-06-29,459.99,11.28,65.65,76.85,15
487,4931,1110,2025-08-23,17.0,3.44,62.97,-4.53,6
488,9703,446,2025-09-07,734.49,4.33,51.41,70.69,-4
489,1832,24642,2024-11-26,590.77,11.29,55.86,65.31,-8
490,5973,487,2025-03-31,543.96,8.19,59.36,78.68,14
491,7320,833,2025-07-25,540.03,3.34,46.94,-12.66,7
492,903,219,2025-07-25,768.33,15.52,47.58,43.08,11
493,118,848,N/A,495.42,10.76,45.13,49.78,15
494,50199,851,2025-06-10,344.94,5.61,27.08,45.60,14
495,9281,738,2025-10-27,199.92,18.33,38.59,63.37,14
496,1724,110,2026-05-28,590.61,8.24,63.87,77.94,16
497,5187,1211,2024-08-13,253.4,5.71,51.57,62.03,12
498,8983,104,2025-10-14,751.93,2.65,66.26,67.80,10
499,1571,840,2026-03-20,237.52,>60,51.69,56.52,12
500,3032,628,2025-03-23,813.56,4.74,45.97,-17.05,11
501,5268,147,2025-06-17,903.43,7.69,54.40,79.78,2
502,588,112,2025-04-07,691.95,7.84,56.43,86.66,19
503,11679,305,2024-12-17,393.82,6.47,27.61,41.25,19
504,6190,685,N/A,596.78,3.95,,50.35,12
505,1200,593,2025-13-05,486.26,3.76,32.72,,13
506,2026,1086,2025-03-02,523.81,3.95,53.20,63.40,12
507,3549,706,2025-11-20,696.9,14.3,36.79,33.52,10
508,5735,926,31/02/2025,9.29,3.16,76.75,71.42,12
509,7883,1160,2026-02-08,552.4,8.6,60.58,69.22,12
510,653,1020,2025-04-02,505.46,3.39,55.99,68.03,13
511,890,1439,2026-03-24,,4.31,57.79,64.72,11
512,8873,1009,2024-11-01,11.63,7.68,68.50,63.39,8
513,1393,1365,2025-11-23,350.85,3.43,66.41,72.97,11
514,11072,880,2024-11-20,633.81,5.09,60.44,58.43,11
515,1956,1427,2026-01-26,554.51,10.97,62.96,65.15,10
516,10593,1221,"May 28, 2025",647.94,,33.89,52.23,15
517,3369,210,2026-05-13,655.32,9.36,62.23,68.67,4
519,4805,450,2025-12-23,<1,n/a,58.78,67.09,14
520,15353,985,2025-11-03,386.64,11.39,59.30,62.89,6
521,4474,940,2024-09-17,548.4,10.36,56.15,56.63,13
522,4765,1078,2025-05-27,742.71,7.32,49.93,48.24,7
523,7200,1212,20 Aug 2025,620.13,3.67,53.38,57.54,12
524,9600,684,2025-03-11,759.65,,45.95,57.26,8
525,10673,887,2025-10-27,518.46,3.45,52.77,58.29,11
526,4695,98,,646.75,3.31,44.07,51.92,15
527,8963,1471,2025-06-27,762.44,12.32,41.51,54.49,11
528,9243,412,2025-06-08,564.75,10.96,68.22,82.36,12
529,149,1034,2024-09-24,<1,1.96,35.76,45.00,8
530,8917,835,13 Jan 2025,411.4,14.85,73.21,76.54,11
531,4788,820,2025-01-08,158.5,9.55,42.57,64.61,17
532,10610,1104,2024-11-03,446.67,6.11,64.39,67.18,10
533,3366,1035,N/A,726.15,2.93,58.84,81.92,15
535,8989,1233,2025-11-09,518.38,10.34,70.07,79.20,20
536,7101,1240,2025-03-05,777.14,2.94,64.91,69.83,7
537,10214,447,17/09/2024,489.56,9.28,56.40,70.22,12
538,3276,867,2024-12-02,848.42,>60,83.49,82.92,7
539,1164,1354,2025-12-19,528.42,4.34,62.36,62.02,10
540,2495,829,2024/08/28 00:00:00,618.51,18.82,50.39,50.03,12
541,9540,1101,2025-08-15,724.99,4.43,,45.35,9
542,8743,1238,2025-06-04,508.0,3.4,48.70,60.53,10
543,1458,35,2025-06-18,567.44,8.9,59.19,53.63,14
545,8548,112,2025-09-10,419.75,8.83,54.20,61.32,6
546,7824,290,2026-02-12,379.89,15.77,58.65,59.18,
547,3604,461,2025-01-25,655.44,--,57.75,70.45,9
548,4564,402,21 Oct 2025,442.06,8.81,52.84,53.53,15
549,5435,463,28 Apr 2025,585.4,6.22,41.35,65.42,17
550,6658,413,2025-03-08,,15.68,25.28,35.33,14
551,7459,239,2025-09-20,,6.58,56.68,76.88,10
552,1398,369,2025-08-04,400.98,8.09,41.14,62.22,17
554,6745,1339,0000-00-00,873.48,5.97,82.14,86.07,9
555,868,1035,2025-03-07,611.31,4.55,58.26,75.55,11
556,1599,1432,2025-08-31,543.4,5.7,48.64,72.19,17
557,2234,352,2025-03-15,424.79,8.33,46.31,57.50,15
558,6270,1084,2025-07-14,383.52,12.09,50.61,55.29,16
559,5554,917,2025-05-23,5.88,4.52,67.40,66.79,10
560,11854,282,31/02/2025,n/a,8.28,52.16,54.54,16
561,4452,1292,2025/08/04 00:00:00,374.13,8.37,54.19,61.50,9
562,9659,446,"April 15, 2025",404.67,2.19,54.61,72.71,10
563,5049,680,2026-05-23,591.14,3.78,55.36,,8
564,8762,629,2025-10-08,8.38,1.1,75.34,136.15,
565,8251,611,2025-03-24,801.48,3.57,43.51,49.23,11
566,7121,1482,18 Feb 2026,657.9,6.21,50.18,62.81,13
567,7636,884,2025-07-21,757.92,2.39,60.65,72.27,12
568,11825,178,2025-13-05,507.96,18.26,68.05,85.02,7
569,10148,1105,2026-01-28,646.19,8.5,44.15,47.83,15
570,335,1026,2025-12-12,298.03,9.23,,50.62,12
571,6510,1473,2026-01-23,TBD,3.58,55.68,77.89,11
572,3364,636,2025-01-09,4.92,4.93,63.09,63.81,
573,4892,783,2024-09-15,289.78,5.75,61.11,79.72,14
574,9484,108,2025/08/22 00:00:00,600.61,6.62,58.08,76.33,15
575,5758,114,2025-09-13,569.54,2.97,47.03,59.84,
576,4611,558,"October 23, 2025",358.31,12.93,49.42,59.33,13
577,34,157,2025-10-09,430.12,8.77,66.76,69.34,10
578,2405,711,2025-01-01,,2.92,48.85,45.27,14
579,11506,627,2025-06-30,769.64,2.47,38.55,49.71,14
580,7281,1421,2024-10-14,9.06,1.37,,49.25,12
581,2634,107,2025-07-09,768.13,8.63,34.49,44.68,9
582,4074,858,2025-11-15,617.85,12.58,66.25,69.61,8
583,2183,123,2026-04-29,329.25,3.7,46.91,55.69,11
584,11013,212,"June 30, 2025",333.35,>60,52.16,54.12,12
585,8439,403,2025-08-19,596.89,9.35,56.81,57.79,
586,9810,1343,2026-06-01,,5.13,63.26,71.58,8
587,2849,713,06 Mar 2026,330.7,21.15,58.78,50.04,16
588,10648,702,2025/09/27 00:00:00,307.15,4.84,33.35,29.99,17
589,6903,389,2025-04-22,343.6,13.81,40.53,42.73,20
590,8630,1349,0000-00-00,273.69,11.16,,47.09,17
591,3626,636,2025-11-03,8.17,8.71,46.32,55.73,12
592,101921,1219,19 Jul 2025,657.27,4.95,43.80,74.06,14
593,6027,927,"March 07, 2026",5.9,,71.70,80.17,14
594,10660,534,09-30-2025,501.11,13.81,68.52,84.38,8
595,7496,823,31/02/2025,446.49,14.22,48.29,60.93,7
596,2820,365,2026/02/02 00:00:00,680.92,6.56,68.25,71.32,10
597,3116,1024,"April 30, 2025",844.56,1.66,49.04,63.76,12
598,5797,114,2025-10-28,<1,7.33,60.14,74.53,10
599,6286,1253,2024-09-16,353.76,n/a,38.91,48.30,17
601,6008,1379,2024-04-18,143.34,8.32,28.31,38.01,20
602,3799,241,2025-06-08,616.93,12.85,55.44,72.06,11
603,91153,148,2025-02-10,612.57,11.31,63.70,73.53,9
604,11285,145,2025-08-17,--,,51.22,74.72,9
605,1467,1327,2025-06-09,607.67,8.8,62.86,71.85,12
606,10405,48131,15/10/2025,388.94,6.35,64.27,60.74,11
607,3468,1169,06-16-2024,462.42,,46.98,71.09,9
608,1536,759,2025-03-09,530.57,5.52,50.74,57.34,12
609,2920,272,2025/08/31 00:00:00,739.57,8.55,36.60,31.82,8
610,6835,1455,2024-06-13,755.44,6.37,65.13,61.64,9
611,688,879,2025-12-16,499.11,TBD,68.70,89.15,15
612,3377,1331,2025-02-25,712.38,11.72,63.38,55.49,11
613,11036,387,2025-02-02,552.26,19.6,29.97,60.27,12
614,7214,616,2025-11-06,384.63,3.04,62.97,60.76,20
615,10969,319,2025-10-16,707.2,12.72,61.16,48.97,5
616,10007,1483,2025-07-13,682.31,4.06,45.85,73.70,13
617,11710,1278,2025-11-15,,5.63,52.24,78.10,6
618,5994,381,2026-06-07,316.92,10.56,30.09,67.42,19
619,2273,635,2025-01-19,8.82,7.0,34.40,43.93,8
621,8392,1078,2024-12-01,647.0,5.39,65.41,65.64,
622,7146,272,2024-08-06,45126.53,12.83,56.04,52.53,14
623,8649,748,09/03/2026,869.67,9.31,57.83,64.27,5
624,2687,905,2025-03-24,7.41,1.14,68.46,85.07,13
625,11521,669,2025-04-08,718.8,4.09,48.15,64.45,17
626,4845,154,31/02/2025,440.1,8.6,39.37,54.13,17
627,8492,1121,2025-07-25,17.24,7.4,54.13,74.93,11
628,3932,110,12-30-2025,584.93,6.73,78.90,82.55,15
629,79048,1147,05-06-2025,924.6,11.66,67.88,57.39,6
630,11579,816,2025-13-05,553.15,5.74,29.09,55.63,15
631,5275,875,2025-12-20,295.81,12.87,53.89,49.04,9
632,7714,280,2025-04-22,472.85,2.69,74.14,80.92,7
633,294,609,2025/04/19 00:00:00,454.93,-2.7,62.96,59.35,8
634,1310,44,2024-12-21,217.21,6.26,59.91,60.43,13
635,8144,1217,20/04/2025,775.32,15.1,62.50,75.32,10
636,2377,191,2025-04-20,538.75,5.92,60.44,68.65,6
637,10594,148,2025-10-12,562.72,4.88,41.59,66.55,18
638,8247,599,2025-01-22,458.68,,48.93,56.01,11
639,1955,940,05/07/2024,544.93,6.46,49.01,62.42,15
640,2819,1487,2025-06-05,126.0,<1,36.78,68.58,20
641,2782,1020,2026-05-26,277.62,11.66,49.23,38.77,15
642,7164,1460,2025-07-10,632.53,2.62,48.94,60.88,18
643,759,354,2025-12-30,325.98,12.22,59.83,68.66,16
644,2510,860,2026-02-19,601.68,4.67,69.13,61.28,9
645,1506,357,2025-01-19,519.83,1.67,52.75,62.43,10
646,8576,347,2024-11-16,652.87,2.62,60.20,67.12,19
647,3892,348,2024/11/12 00:00:00,178.65,5.42,54.30,76.42,16
649,6076,867,31/02/2025,383.26,11.44,54.42,63.83,15
650,962,118,2026-03-02,418.67,9.37,58.87,61.16,8
651,11932,741,2025/03/28 00:00:00,600.3,,66.68,70.20,8
652,8340,165,2025-12-08,342.13,5.41,63.43,63.93,15
653,10879,1218,2026/01/02 00:00:00,508.61,not recorded,61.71,74.31,17
655,7436,672,06-25-2025,887.67,4.0,63.58,55.92,5
656,5282,1077,2025-11-16,504.1,12.16,71.96,93.82,9
657,10379,277,13/01/2025,448.65,5.15,80.32,65.53,7
658,9160,1041,2025-06-25,690.77,2.13,52.66,75.23,15
660,4341,442,2025-08-28,683.48,3.56,34.26,63.18,14
661,6066,627,2025-05-10,343.95,14.94,76.38,62.79,8
662,5783,45,2025-06-15,754.42,3.16,71.48,82.13,8
663,6311,991,2025-09-17,n/a,7.79,30.33,41.22,20
664,1844,206,2025-04-25,575.22,13.35,,66.77,22
665,9496,120,2025-10-11,840.15,3.78,,76.85,12
666,5815,1037,2024-08-22,403.87,4.69,59.82,62.70,9
667,3699,88,2025-04-05,,6.25,30.59,42.68,12
668,2542,726,2025-05-26,337.48,4.5,69.25,57.20,10
669,3410,441,2025-08-18,547.33,14.26,59.82,77.46,10
670,11804,827,2025/06/17 00:00:00,814.96,9.9,33.49,43.27,18
671,8221,396,"November 10, 2025",230.56,3.72,74.13,76.74,11
672,7688,1258,2026-02-05,476.87,3.21,48.47,55.24,12
673,1578,1153,2025-04-22,417.06,4.49,49.73,58.20,10
674,3345,105,2025-04-15,686.87,5.29,46.62,72.99,12
677,8533,1422,2025-09-15,10.17,5.53,78.05,78.07,12
678,10664,1339,2024-12-28,601.41,6.22,78.04,80.22,8
679,116,802,2025-02-09,301.98,TBD,-54.47,64.56,14
681,4094,557,2024-11-08,288.57,6.97,,49.88,11
682,6855,432,2024-12-12,212.13,14.16,57.97,66.43,18
683,223,355,2025-10-14,594.83,7.55,55.23,66.34,6
684,11261,381,2025-01-26,426.75,<1,53.55,52.64,14
685,2426,718,2025-04-22,754.11,3.67,59.00,63.92,8
686,1461,1126,2025-10-22,10.33,6.64,78.62,94.16,-4
687,7785,1215,2025/11/26 00:00:00,628.74,9.58,60.70,68.08,12
689,11961,1465,2025-05-14,752.53,3.48,100.00,93.12,4
691,5708,118,30/10/2024,467.51,1.69,50.87,50.44,11
692,11571,1435,2025-06-26,562.34,5.12,72.00,77.33,11
693,8311,931,2025-13-05,11.52,3.23,81.96,89.40,9
694,3797,196,2025-12-14,449.63,12.89,58.78,57.78,10
695,8123,94,02-15-2026,593.35,1.99,63.22,85.82,7
696,4186,839,2024-12-01,614.91,5.25,68.90,67.53,13
697,1103,1442,2025-01-28,550.73,13.65,84.26,80.68,-2
698,7858,196,2026-03-01,617.86,7.98,59.67,79.79,11
699,3172,1257,2025/11/06 00:00:00,567.21,8.07,56.65,59.23,17
700,4895,709,2025-09-30,391.27,4.05,63.49,66.24,15
701,7074,773,2025-13-05,329.4,10.59,57.76,70.29,15
702,7660,1029,2025-04-15,200.86,7.7,48.61,54.22,12
703,8939,1065,2025-11-28,573.47,5.55,58.43,66.23,8
704,6742,1087,2026-02-21,162.54,7.01,,60.84,13
705,8030,206,2025-08-29,673.96,1.54,53.65,61.01,9
706,7094,106,28 Feb 2025,664.37,7.07,73.32,67.26,12
707,1215,1214,2025-02-11,275.14,5.77,67.50,63.00,12
708,10087,1212,04-23-2024,462.06,>60,49.88,63.11,13
709,11756,1331,2025-04-12,483.38,3.68,38.41,45.01,13
712,4835,867,2026-06-02,690.07,7.69,,66.21,13
713,3508,1449,2025-03-05,269.92,1.3,50.17,74.54,11
714,1206,1018,02-17-2026,643.16,1.48,-9.48,53.51,11
715,6175,259,2025-09-20,507.54,13.76,59.73,62.95,13
716,9339,689,2025-03-14,,6.57,59.23,179.14,17
717,5720,221,2025/08/24 00:00:00,823.4,16.61,,49.18,13
718,4080,402,2025-06-14,483.32,8.35,45.40,62.87,22
719,3606,1212,2026-03-29,676.99,-8.58,37.80,50.84,12
720,9058,1274,"July 20, 2025",72.55,9.46,33.08,57.74,22
721,1555,859,2025-08-06,506.49,2.98,50.37,71.45,14
722,5560,1494,"April 17, 2026",not recorded,1.53,,63.86,12
723,2551,1079,2025-04-30,526.46,11.68,39.65,54.99,7
724,10843,1489,2025-02-18,302.26,11.69,,,19
725,5920,865,2025-11-14,449.3,3.97,53.45,66.98,12
726,5499,1187,2025/01/16 00:00:00,421.94,10.06,68.16,61.47,6
727,10813,146,2025-03-19,1018.2,7.84,61.79,66.49,10
728,7041,413,2024-12-21,394.62,8.51,45.57,60.82,17
729,3569,1029,2026-01-08,584.81,7.0,65.43,62.13,9
730,10629,463,06-13-2024,631.76,,53.72,69.80,18
731,6513,164,2026-04-05,737.25,3.61,75.37,82.08,12
733,9765,1063,"March 25, 2026",183.68,14.33,48.65,53.16,14
734,676,970,,563.27,10.3,70.50,82.87,11
735,12,905,2026-03-27,4.18,7.54,56.57,73.79,19
736,444,652,2025-01-17,9.8,5.46,45.02,,15
737,5027,1217,2025-08-14,1036.41,7.34,66.59,77.98,9
738,4341,442,21 Jan 2026,674.69,1.97,44.36,54.92,7
739,2435,738,27/05/2026,,7.59,58.98,57.19,13
740,5600,1090,2025-08-02,537.23,6.65,36.94,64.44,10
741,305,116,2025-10-04,217.03,8.49,51.90,,22
742,7849,804,2025-09-06,,2.18,,42.89,8
743,10214,855,2025-13-05,--,7.41,49.86,51.20,11
744,2787,377,2025-05-27,523.62,5.33,49.35,55.43,14
745,11586,345,,360.25,7.03,54.13,56.46,10
746,2547,1273,2025-07-25,392.51,13.82,58.46,61.32,13
747,1995,600,2025-05-07,347.69,3.64,25.80,54.36,6
749,8292,1255,03-09-2025,653.31,4.33,56.28,52.69,9
750,3762,1354,2025-05-08,n/a,13.68,46.79,53.41,10
751,6926,1032,0000-00-00,469.63,9.9,43.46,50.31,21
752,5908,855,2025-12-17,391.1,8.47,56.86,54.93,21
753,5028,1217,2025-10-17,547.37,10.59,52.75,58.51,9
754,6011,636,2026-01-24,12.96,11.82,29.46,35.50,7
755,6681,835,2025-02-11,475.44,6.96,50.86,43.95,9
756,7721,999,2025-12-21,11.26,,60.12,66.04,10
757,79384,451,N/A,349.02,16.17,67.12,77.22,12
758,10092,601,2025-04-10,151.14,17.55,56.75,65.73,18
759,4401,147,2025-09-03,679.83,12.54,65.59,73.92,11
760,7251,107,2026-06-23,,1.96,73.40,90.27,6
761,7227,734,2026/01/21 00:00:00,524.79,4.62,42.43,29.56,14
762,7288,461,2025-12-05,709.42,2.99,55.73,67.73,18
763,5809,212,2024/08/19 00:00:00,919.98,10.14,53.22,66.81,4
764,9225,626,2025-10-01,564.59,1.99,49.84,56.39,10
765,4787,575,2026-02-25,674.74,5.64,44.67,50.34,13
766,10260,853,2024-12-29,681.11,3.35,46.96,52.09,8
767,10583,273,2025-06-06,902.8,3.73,57.14,52.34,11
768,2438,293,2026-01-23,613.2,10.73,55.27,59.29,12
769,6325,1448,2024-11-07,356.12,12.32,64.96,80.29,9
770,10781,612,0000-00-00,637.07,1.76,59.88,56.87,7
771,11493,224,2024-12-21,--,,34.09,34.67,17
772,7406,1377,2025-10-01,400.86,10.4,48.03,45.99,9
773,10214,104,2025-09-26,549.33,19.5,39.05,44.01,12
774,5816,865,08 May 2026,788.49,6.29,60.15,61.61,8
775,7049,552,2025/09/26 00:00:00,562.46,1.71,50.41,59.92,13
777,11174,215,2025-09-08,510.0,not recorded,54.98,50.30,10
778,746,768,2024-07-28,,6.8,62.77,73.11,9
779,90030,417,2025-13-05,739.87,7.8,63.40,62.11,13
780,10258,1030,2026-03-18,398.5,-8.51,59.83,60.15,12
781,11859,951,2023-05-18,508.86,3.64,31.30,50.88,
782,2745,796,2026-03-04,842.88,5.24,54.32,70.52,10
783,8536,697,2024-05-12,480.48,4.99,63.95,67.17,11
784,5726,798,2024-07-13,774.13,6.2,83.81,95.94,7
785,1154,1184,2024-10-09,343.47,--,52.91,54.23,10
786,11435,1215,2025-06-22,124.86,3.12,55.44,66.46,17
787,610,319,2025-06-02,476.08,7.91,50.80,55.39,14
789,4030,1455,2025-07-29,not recorded,11.92,56.69,59.48,9
790,10341,1456,04/03/2025,906.77,4.67,32.92,37.71,3
791,3829,637,2025-02-11,6.86,12.76,60.35,68.88,11
792,11807,1423,2025-07-10,12.73,4.71,40.14,60.07,17
793,8141,558,07 Apr 2025,325.91,7.74,30.21,,23
794,783,873,2025-08-24,514.9,7.69,60.96,71.53,10
795,10019,1214,2025-11-25,802.76,8.88,78.36,-24.30,10
796,1897,114,2025-11-17,880.71,8.86,43.65,59.13,10
797,3874,1036,2024-09-02,464.7,4.92,43.69,48.07,
798,10587,292,2026-01-19,365.93,7.64,46.51,38.75,10
799,7337,668,2024-04-13,n/a,5.23,60.53,72.00,7
800,2362,103,2026-05-26,608.27,<1,65.01,69.87,12
801,9787,828,2025-10-01,484.73,3.31,54.49,,19
803,21,1217,2026-03-04,582.62,1.68,34.91,50.05,12
804,159,1363,"July 28, 2025",547.85,14.88,79.59,71.59,-5
805,7636,411,2025-10-24,712.63,3.81,57.29,60.92,6
806,7558,1167,2025-05-24,741.4,7.34,88.68,100.00,6
807,7732,637,2026-03-30,8.11,4.5,62.09,67.41,11
808,7865,976,2024-07-07,367.52,5.08,57.36,71.43,10
809,7670,1455,2025-11-02,680.35,2.31,64.33,64.92,10
810,10914,878,2025-04-14,582.11,,66.75,68.90,13
811,7738,113,24/06/2025,,7.27,52.13,48.32,4
813,6635,1192,0000-00-00,673.47,4.2,41.76,56.31,10
814,802,243,"March 27, 2025",613.96,3.15,46.67,52.58,12
815,5755,816,08-22-2025,582.78,9.3,48.15,73.74,12
817,63583,123,11-03-2025,824.05,2.68,54.65,56.19,14
818,9285,12,2025-08-30,10.55,5.04,66.57,72.99,7
819,4717,829,N/A,465.55,6.35,62.39,56.30,13
820,5712,20,2024-12-13,690.18,n/a,71.43,57.85,14
821,6571,647,2026-05-06,8.92,,51.54,57.44,17
822,4646,859,2024-12-04,282.91,7.34,57.50,50.62,
823,11689,1007,2024-09-04,13.46,6.07,31.91,41.77,11
824,2645,109,,455.74,5.56,58.17,55.44,8
825,7636,404,2025-09-25,718.92,5.4,68.30,61.22,8
826,10161,1170,2025-01-19,657.18,6.07,63.17,69.39,13
827,2400,352,2025/08/30 00:00:00,592.99,6.89,50.22,69.37,6
828,9507,305,2025-07-21,444.57,6.87,72.26,83.03,5
829,7852,215,2025-06-14,771.46,13.25,49.21,57.85,12
831,10928,146,2026-02-12,597.8,4.9,69.07,87.38,10
832,7156,275,2025-01-04,710.11,3.93,54.76,55.49,11
833,5522,1200,01-02-2026,786.56,4.42,98.42,97.10,0
834,10551,1083,2025-01-19,532.06,3.39,49.18,57.25,10
835,2121,251,2025-12-30,466.57,4.28,47.90,40.64,12
836,11125,1208,2025-11-27,80.66,5.73,28.39,35.83,23
837,3806,963,01-15-2025,320.13,5.79,37.62,46.39,8
838,3591,1104,10-21-2025,477.21,10.5,49.04,51.60,14
839,613,346,2026-01-03,586.03,17.55,55.36,63.56,9
840,3258,831,2026-05-13,561.26,5.85,37.84,44.20,10
841,5997,656,10-12-2024,5.98,4.62,58.99,56.76,11
842,1310,44,2025-13-05,,2.77,61.42,65.65,24
843,2004,613,2025-11-02,691.94,5.97,58.36,52.81,15
844,11642,1257,2025-01-18,475.02,10.96,56.11,57.35,7
845,3830,935,"May 31, 2025",9.5,10.98,75.84,81.40,15
846,4097,210,2025-03-08,632.27,2.23,82.55,84.66,
847,5304,842,2025-04-03,289.95,7.52,43.68,53.41,13
848,531,101,2024-11-01,565.81,11.79,78.64,67.14,12
849,10242,828,2025-10-08,504.66,4.38,75.54,77.13,12
850,3944,1259,2025/06/13 00:00:00,807.68,4.59,60.48,85.45,8
851,5199,14726,2025-06-06,835.2,10.37,52.23,59.44,7
852,9912,993,2025-04-23,5.7,9.29,78.00,86.33,18
853,3863,594,2024-12-06,600.68,2.53,59.19,62.75,8
854,4566,381,2025-11-26,382.42,5.64,38.00,52.19,18
856,4714,851,"October 16, 2025",568.43,7.5,56.15,62.73,11
857,2343,38443,2025-07-29,847.73,7.65,53.09,50.56,9
858,8996,786,2025-03-28,477.29,--,56.81,79.65,15
859,2231,108,2025/04/11 00:00:00,434.99,3.37,61.11,68.18,8
861,1225,675,2024-11-23,538.54,7.23,63.12,84.60,14
862,2779,254,2025-09-14,678.97,11.15,,91.08,8
863,61,572,2026-01-07,,8.45,35.68,44.59,12
864,11494,182,12/01/2026,,11.8,55.37,53.80,9
865,3816,349,2025-13-05,507.62,<1,47.15,47.40,15
866,10755,1081,23/04/2026,635.35,7.81,54.05,50.21,7
867,1325,302,"August 26, 2024",478.24,,49.48,70.05,6
868,3648,237,2025-05-10,519.9,,53.43,70.32,12
869,2526,786,2026-03-18,549.37,11.6,86.64,93.21,4
870,8558,637,2026-03-05,12.17,7.77,48.84,48.99,10
872,3767,665,"February 15, 2026",10.18,,63.67,58.45,13
873,1495,418,2025-11-18,453.24,5.32,62.59,71.46,15
874,7533,1190,10/07/2025,734.02,6.49,49.95,58.87,9
875,2478,11,"June 04, 2025",10.59,3.61,76.79,-26.49,16
876,4214,650,21/06/2025,12.7,2.23,49.43,70.83,15
878,8829,1458,2024-12-25,536.15,5.03,58.88,61.89,6
879,9174,1027,2025-09-06,257.75,,61.43,61.43,11
880,1498,651,2026-01-11,2.67,6.53,36.75,52.08,18
881,7840,702,N/A,503.45,3.28,67.51,43.97,12
882,3656,401,31/02/2025,682.73,4.54,54.04,43.05,4
883,6514,782,"May 05, 2025",692.49,3.66,54.81,68.69,9
884,5344,332,2026-05-21,922.46,2.17,66.35,64.47,7
885,2366,1110,2025/09/19 00:00:00,12.12,n/a,74.24,65.92,6
886,1689,201,2025-05-18,805.8,-4.46,67.16,72.94,10
887,6332,148,2025-13-05,177.97,not recorded,47.71,65.76,15
888,9455,718,2024/09/13 00:00:00,485.16,5.88,51.95,57.88,18
889,8870,811,2025-01-11,386.81,4.7,58.91,59.98,14
891,5717,706,07-26-2025,299.35,8.81,47.94,48.97,11
892,6018,1000,2026-01-23,12.72,-7.9,56.92,57.36,
893,11501,294,2026-01-01,361.12,2.0,59.08,64.40,16
894,11318,639,2024-11-23,7.9,4.06,64.87,79.38,14
895,5220,23077,21/08/2024,541.45,7.03,57.46,80.11,8
896,8315,1211,2025-05-23,372.58,9.69,47.45,69.00,8
897,11282,653,2025-05-30,6.17,7.98,36.20,57.97,16
898,1608,620,2025-05-03,n/a,5.28,68.30,61.00,16
899,6738,1429,09-17-2024,554.95,2.86,62.43,75.62,8
900,10854,1012,2026-05-16,15.39,4.66,80.44,85.64,7
901,5079,655,2025-05-21,8.78,1.77,64.11,68.53,11
902,6274,1481,2025-11-13,433.25,7.67,93.51,86.15,9
903,50,46,2025-07-07,295.42,8.96,31.25,49.54,18
904,4023,1456,2025-03-19,300.1,11.53,31.29,52.89,21
905,5363,400,,682.1,2.1,69.30,76.43,12
907,3150,246,2025-12-08,571.9,5.18,70.18,78.50,13
908,9569,385,0000-00-00,,4.51,40.33,54.68,14
909,4634,115,2025-10-11,523.76,10.31,34.22,53.75,17
910,3719,1133,2025-03-14,458.86,4.53,75.90,78.88,15
911,2440,109,05/02/2025,465.87,5.52,30.51,39.65,16
913,6896,595,2024-11-05,740.02,9.52,45.85,58.01,11
914,2522,461,2024-02-24,764.87,2.81,55.74,68.94,8
915,3524,22,2025-07-02,454.93,5.26,60.75,-5.92,10
916,2186,7,2025-12-24,10.08,-9.88,51.94,48.81,13
917,10343,801,2025-08-01,473.13,12.73,68.65,87.33,12
918,8121,756,13 Jun 2026,514.03,4.3,47.94,62.81,18
920,56689,1117,2025-07-08,--,12.66,55.83,79.05,14
921,4170,880,11-18-2025,556.67,12.43,54.01,51.37,12
