activity_id,org_id,name,duration,group_size,interaction_type,activity_format,participation_type,difficulty_level,movement_required
1463,59,Reading Club Session,42.0,2, Pair ,Hybrid,ASG,MEDIUM,
1464,59,Memory Training Program,32.0,11,group work, Hybrid ,voluntary,Unknown,0
1465,59,Lego Build Track,TBD,1,Individual,Physical,  Assigned  ,Easy,1
1466,59,Drawing Studio Workshop,23.0,1,Individual,Digital,Assigned,level 1,0
1467,59,Drawing Studio Session,42.0,10,group work,Physical,Voluntary, Easy ,
1468,59,Origami Program,62.0,,Grp,Physical,ASSIGNED,MEDIUM,1
1469,59,Music Circle Program,40.0,10,Group,Physical,Assigned,  Medium  ,1
1470,59,Music Circle Module,64.0,,Group,Digital,Voluntary,hard,0
1471,59,Memory Training Club,not recorded,2, pair ,Physical,Assigned,Low,0
1472,59,Coding Basics Lab,,1,Individual,Digital,Voluntary,Moderate,0
1473,331,Math Games Module,51.0,6, Group ,  DIGITAL  ,ASG,  Med  ,0
1474,59,Memory Training Module,38.0,12,Group,In-person,  Voluntary  ,  Easy  ,
1475,59,Puzzle Challenge Lab,79.0,10,Unknown,mixed,assigned,Hard,0
1476,59,Origami Workshop,61.0,13,Group,unknown, mandatory ,medium,0
1477,60,Drama Workshop Lab,TBD,2,Pair,Hybrid,  ASG  ,,0
1478,60,Team Sports Track,54.0,9,  Group  ,Physical,Mandatory,Medium,1
1479,60,Drama Workshop Track,,2,  2-person  ,Digital,Assigned,Hard,0
1480,60,Coding Basics Program,29.0,5,group work,Physical,ASG,Medium,1
1481,60,Puzzle Challenge Program,,10,Group,NULL,ASSIGNED,Easy,1
1482,60,Cooking Basics Module,29.0,2,2-person,PHY,VOL,Easy,0
1483,60,Lego Build Club,42.0,1,Indiv,mixed,Assigned, medium ,1
1484,60,Puzzle Challenge Program,26.0,1,individual,Blended,Assigned,Med,0
1485,60,,53.0,8,Group,physical,VOLUNTARY, medium ,1
1486,60,Nature Walk Lab,35.0,2,PAIR,PHYSICAL,VOL,level 2,1
1487,60,Reading Club Module,34.0,2,Pair,mixed,opt in,Medium,0
1488,60,Gardening Session,50.0,1,Individual, Hybrid ,Assigned,Moderate,0
1489,60,Memory Training Track,52.0,9,GROUP,Hybrid,assigned,Moderate,
1490,60,Origami Program,60.0,11,Group,Digital,  Mandatory  ,Med,0
1491,60,Mindfulness Club,-46.0,7,GROUP,Digital,  Assigned  ,level 2,0
1492,60,Puzzle Challenge Module,26.0,1,Individual,Hybrid,Voluntary,EASY,0
1493,60,Reading Club Module,36.0,,individual ,Hybrid,Assigned,HARD,1
1494,60,Memory Training Module,44.0,7,Group,Digital,Assigned, Low ,0
1495,60,Math Games Club,42.0,1, IND , digital ,Assigned,medium,1
1496,60,Origami Club,35.0,1,Individual,  Hybrid  ,Mandatory,Medium,
1497,60,Drama Workshop Club,40.0,8,Group,Digital,Assigned,Medium,
1498,60,Math Games Track,42.0,7,Group,Digital,Assigned, Easy ,0
1499,60,Dance Session Club,43.0,1,  individual   ,Hybrid,  Assigned  ,Hard,1
1500,60,Lego Build Track,39.0,8,Group,Hybrid,unknown,NA,1
