child_id,sleep_duration,screen_time,gaming,social_media_usage,outdoor_time,study_time,free_play
485,10.00,2.0,0.10,0.40,5.00,3.00,2.00
486,10.40,2.0,0.50,0.10,3.20,2.50,4.90
487,8.30,300.0,0.00,24.00,1.50,3.00,2.20
488,9.60,3.0,1.30,0.50,2.00,3.50,2.70
489,9.00,3.0,0.60,0.00,2.60,1.80,3.50
490,8.00,6.5,,0.40,1.00,3.00,2.20
491,10.20,2.6,0.60,0.00,3.10,1.50,4.00
492,12.30,1.8,1.20,0.70,1.00,1.00,4.00
493,10.50,3.5,1.00,1.40,1.10,2.50,2.00
494,10.60,,,0.00,1.30,,1.20
495,9.10,5.5,0.10,0.50,2.30,2.50,2.50
496,10.30,2.9,0.70,1.20,,,4.00
497,11.40,246.0,36.00,18.00,1.50,2.00,3.70
498,10.20,2.5,1.10,,1.70,1.20,
499,10.80,,0.60,0.30,2.50,0.40,4.50
500,9.00,84.0,42.00,48.00,0.60,2.50,4.50
501,10.50,TBD,0.00,0.00,1.70,2.00,3.00
502,8.00,150.0,18.00,,2.90,3.00,0.60
503,8.70,2.9,0.60,1.50,3.30,2.20,2.00
504,11.50,TBD,108.00,0.50,3.50,1.40,4.50
505,10.00,180.0,54.00,78.00,1.00,2.00,2.80
506,10.00,5.0,1.40,0.50,1.20,3.30,1.50
507,9.50,3.0,0.70,0.60,2.30,2.00,2.50
508,9.50,1.0,1.30,0.00,4.00,2.50,3.50
509,8.00,2.1,0.90,0.50,2.00,2.40,2.20
510,10.00,198.0,54.00,0.00,1.70,3.00,3.80
511,10.60,2.5,1.80,0.00,1.40,1.50,2.00
512,8.50,330.0,30.00,48.00,4.50,2.50,1.50
513,11.00,1.3,0.30,0.00,1.70,2.00,3.90
514,10.00,1.5,0.80,0.00,5.00,1.50,4.50
515,9.50,240.0,0.00,0.00,3.20,,3.00
516,10.40,144.0,24.00,42.00,3.40,0.00,5.50
517,11.10,<1,0.20,0.20,1.00,1.50,5.00
518,10.10,2.5,0.90,0.00,3.50,2.70,4.90
519,8.00,,0.60,1.20,1.20,2.10,2.40
520,10.60,3.6,1.10,0.30,1.30,1.90,
521,8.80,3.0,1.40,,2.00,2.00,2.00
522,11.00,1.0,,0.10,3.60,0.00,4.70
523,10.20,1.8,0.20,,1.50,2.30,2.30
524,,4.0,1.90,0.10,2.90,3.00,1.40
525,9.10,30.0,18.00,6.00,3.00,2.00,2.00
526,10.80,--,0.10,0.00,2.00,3.50,3.50
527,10.70,6.7,,0.20,0.20,3.00,2.20
528,,228.0,12.00,12.00,1.50,1.40,4.20
529,7.90,4.5,0.40,0.80,0.60,3.00,3.10
530,,258.0,96.00,72.00,2.50,,1.80
531,10.60,7.0,0.10,0.00,0.00,3.50,2.50
532,10.00,102.0,54.00,0.00,3.30,2.10,4.00
533,9.10,2.8,0.20,0.10,3.00,2.70,2.00
534,8.50,5.6,0.00,1.30,0.20,3.00,2.10
535,11.00,330.0,18.00,,1.50,2.70,2.50
536,9.00,0.0,0.10,0.80,3.10,3.60,2.50
537,11.00,3.0,0.90,0.80,2.00,0.50,3.50
538,10.50,1.5,0.00,0.20,5.80,2.90,4.00
539,10.50,258.0,18.00,0.00,3.00,3.70,2.50
540,10.30,,1.10,0.90,,2.00,4.00
541,9.80,240.0,54.00,48.00,2.00,2.50,0.00
542,10.50,1.5,0.60,0.00,3.00,0.00,4.10
543,9.90,4.3,0.50,0.10,2.00,3.50,1.30
544,9.00,2.5,1.20,1.40,2.40,3.60,0.40
545,9.00,246.0,48.00,66.00,1.70,2.00,1.90
546,8.30,not recorded,0.30,0.00,1.00,2.40,5.50
547,9.20,3.5,0.80,,1.50,2.10,
548,9.50,120.0,54.00,0.50,3.80,0.00,3.50
549,10.70,3.0,1.20,0.00,3.90,2.70,3.20
550,11.00,4.0,,0.20,3.40,3.00,0.90
551,10.80,TBD,0.30,0.00,3.20,1.00,4.20
552,10.00,5.5,1.10,0.70,0.50,2.40,2.90
553,11.50,4.2,0.80,,0.90,3.00,2.50
554,9.00,5.5,1.20,0.00,1.20,,1.80
555,9.00,6.5,0.90,1.20,0.40,4.50,0.90
556,11.30,0.0,1.90,0.00,1.90,1.90,
557,11.50,1.4,1.40,0.00,4.50,1.00,4.50
558,10.00,2.2,0.40,0.10,,2.00,3.90
559,10.00,3.5,0.60,1.00,,3.80,3.00
560,8.00,1.3,1.20,1.20,,2.40,1.20
561,11.70,3.0,0.70,0.70,3.50,1.70,3.50
562,10.70,2.8,0.50,0.00,2.00,0.80,4.20
563,11.40,90.0,54.00,30.00,3.50,3.50,2.20
564,9.00,2.9,0.60,0.00,1.00,3.00,4.50
565,7.80,5.5,0.70,1.30,0.90,3.70,2.40
566,9.00,7.0,0.10,0.10,4.00,2.50,2.50
567,10.60,156.0,90.00,0.00,3.50,1.70,2.00
568,9.50,,0.50,0.50,2.20,3.20,3.50
569,11.00,0.5,0.00,,,,5.30
570,,3.2,,0.70,3.60,2.00,3.00
571,9.40,2.5,0.40,1.20,1.80,3.70,2.50
572,9.50,4.5,0.60,0.40,0.00,2.30,3.60
573,9.50,5.6,1.20,1.00,0.50,5.10,0.50
574,,1.5,0.40,0.60,2.50,,2.40
575,9.00,2.0,1.20,1.80,4.00,3.00,3.00
576,10.00,2.0,0.40,1.00,3.50,2.60,1.90
577,9.70,300.0,60.00,30.00,1.90,4.30,1.50
578,11.50,1.5,0.50,0.40,3.80,0.60,3.50
579,10.50,0.8,1.50,0.80,1.50,2.10,3.50
580,8.00,3.6,0.40,0.60,0.00,2.40,2.20
581,9.40,,1.40,1.00,3.70,1.30,4.00
582,9.00,4.5,0.30,1.20,2.10,3.00,2.50
583,10.80,3.0,0.90,0.00,2.00,1.70,4.50
584,9.00,5.2,1.10,0.10,3.90,3.00,1.60
585,9.40,2.5,0.40,0.30,2.20,,3.00
586,,1.9,1.00,0.80,2.40,0.00,3.40
587,9.50,6.5,1.00,0.20,0.20,3.00,3.50
588,9.60,3.0,1.10,1.00,4.10,2.00,3.60
589,9.60,,66.00,18.00,2.50,0.70,3.00
590,11.50,4.6,0.00,0.30,1.70,1.70,2.50
591,10.50,3.5,0.30,0.20,,,2.50
592,8.50,4.0,0.90,1.70,1.00,3.20,0.40
593,9.50,0.0,0.40,0.80,1.30,0.50,3.00
594,9.50,5.0,0.90,,3.00,1.60,3.00
595,10.00,4.2,1.30,0.00,2.30,2.00,3.30
596,10.50,2.5,0.90,0.00,1.60,0.00,2.80
597,10.50,2.6,0.40,0.50,6.40,3.00,2.00
598,11.30,not recorded,90.00,18.00,1.00,1.50,2.30
599,10.20,4.0,1.20,0.00,1.40,2.00,
600,11.30,TBD,54.00,36.00,0.80,1.50,3.00
601,10.10,168.0,18.00,36.00,2.60,2.50,3.00
602,8.70,3.4,0.80,0.80,4.90,3.00,3.40
603,10.40,4.6,1.30,0.60,1.50,2.50,2.70
604,,360.0,12.00,72.00,1.00,2.30,3.00
605,9.90,3.5,1.10,0.50,2.50,1.50,1.50
606,10.30,3.5,0.70,0.00,0.00,0.60,4.10
607,10.50,174.0,96.00,0.00,4.00,0.50,4.00
608,11.00,1.5,1.00,,1.40,1.40,
609,10.00,1.5,,0.90,4.80,1.40,4.20
610,9.80,1.2,0.10,0.00,,2.50,2.40
611,9.80,150.0,12.00,30.00,1.40,2.90,0.50
612,8.50,330.0,66.00,1.20,1.10,4.00,1.50
613,9.00,198.0,24.00,0.00,2.90,2.40,1.70
614,10.00,2.5,1.10,0.60,,3.00,2.30
615,9.90,0.0,1.10,0.40,4.00,,4.00
616,9.00,2.5,0.80,0.00,2.60,2.70,1.00
617,9.00,4.5,0.10,0.80,1.80,3.50,3.00
618,11.10,3.4,1.10,0.20,2.00,2.30,2.80
619,8.50,,0.60,0.10,1.50,1.00,4.10
620,11.20,150.0,48.00,1.00,1.90,3.00,3.20
621,9.00,4.0,1.60,1.90,3.50,,2.00
622,10.50,1.5,0.00,0.00,1.00,0.10,3.50
623,10.00,6.6,,0.90,0.80,3.00,0.60
624,,0.5,0.00,0.00,3.50,0.00,5.10
625,10.00,--,0.50,1.10,2.50,3.50,2.00
626,11.50,,1.50,0.30,0.90,1.80,2.00
627,9.00,6.3,0.90,0.00,1.90,2.50,2.50
628,,3.0,1.00,0.00,1.30,0.50,3.00
629,8.60,3.1,1.30,0.70,2.50,2.20,2.00
630,9.80,4.0,0.30,0.00,1.50,4.40,1.00
631,8.20,2.4,1.10,,2.10,2.00,1.60
632,9.00,4.5,0.90,1.50,2.50,4.10,0.50
633,10.00,3.0,1.10,0.40,1.50,3.00,
634,8.60,282.0,12.00,54.00,3.00,4.00,1.90
635,9.10,6.0,1.60,,3.50,0.90,2.80
636,8.80,210.0,0.00,72.00,2.30,3.60,4.00
637,9.00,3.7,0.00,0.00,2.50,3.30,2.20
638,11.00,3.0,0.00,0.70,3.50,2.00,3.00
639,,3.0,1.10,0.00,2.10,1.50,2.00
640,,1.5,0.70,0.30,4.00,2.50,2.80
641,9.00,5.0,0.50,0.60,1.00,2.70,3.00
642,,4.5,0.40,0.60,1.50,3.70,1.10
643,,5.5,1.40,0.80,2.00,3.00,1.50
644,,1.5,0.00,0.20,2.40,1.00,3.80
645,11.40,3.0,0.80,0.00,3.00,0.00,3.50
646,9.60,5.5,1.60,0.90,0.00,1.40,
647,8.50,0.5,0.40,0.10,2.30,1.50,4.60
648,11.00,6.1,0.50,0.00,0.60,2.00,3.00
649,10.50,0.9,0.80,0.00,2.80,4.00,3.50
650,9.00,0.1,,0.00,3.50,2.00,3.50
651,9.30,1.6,1.70,0.00,3.40,1.50,1.80
652,10.00,5.0,0.60,0.40,1.30,3.30,3.00
653,11.00,270.0,,36.00,1.00,2.20,2.80
654,8.20,384.0,48.00,12.00,1.50,4.00,
655,9.10,6.0,0.30,0.80,0.50,3.90,1.20
656,8.70,4.7,1.00,1.70,2.50,3.50,1.40
657,8.40,5.4,0.90,0.80,2.50,3.00,2.00
658,9.60,1.0,0.90,0.50,1.50,,3.60
659,10.00,60.0,18.00,0.00,4.20,1.90,2.00
660,9.00,3.6,2.00,0.90,1.50,3.50,1.40
661,9.00,3.2,1.10,0.20,3.00,1.00,3.00
662,10.00,3.0,0.90,0.40,2.80,1.50,3.90
663,9.90,5.0,0.80,1.00,1.10,3.50,1.10
664,8.70,6.5,0.00,1.60,1.00,2.70,2.40
665,10.70,3.3,0.00,0.30,2.50,1.00,0.60
666,10.90,1.7,1.00,1.10,3.00,0.80,4.60
667,11.80,0.9,0.50,0.60,2.70,2.30,3.00
668,11.20,1.0,0.80,0.00,1.90,0.50,5.10
669,10.50,,1.30,0.00,2.00,2.60,2.00
670,10.00,210.0,12.00,0.00,3.00,2.00,2.00
671,11.00,4.0,0.20,0.00,4.00,3.00,2.50
672,10.50,6.5,0.60,0.30,0.90,3.00,2.20
673,9.20,3.4,0.50,0.50,2.50,4.00,4.00
674,9.50,1.5,0.50,0.00,2.60,0.10,3.10
675,11.00,84.0,,0.00,4.40,2.30,4.00
676,9.50,2.5,0.50,0.40,0.50,2.70,3.10
677,9.50,1.5,1.30,0.70,1.00,2.00,1.60
678,10.50,3.0,0.70,0.50,2.10,4.00,2.00
679,10.50,90.0,48.00,24.00,3.80,2.00,1.50
680,9.20,4.7,0.40,0.60,1.20,5.00,1.50
681,9.80,2.0,0.80,0.80,0.20,,1.90
682,10.10,1.0,0.80,0.10,4.00,3.50,3.70
683,8.00,264.0,36.00,42.00,1.50,1.80,1.00
684,9.00,336.0,90.00,66.00,1.50,2.50,1.50
685,9.00,not recorded,1.30,1.20,4.60,3.00,1.50
686,7.40,2.5,0.00,0.00,1.50,3.90,2.00
687,9.00,6.0,1.40,1.00,1.70,4.00,1.20
688,10.50,3.0,0.30,0.00,1.10,3.20,3.30
689,9.10,n/a,1.00,2.40,2.00,2.70,
690,9.80,3.6,,1.50,1.40,2.30,2.50
691,8.90,1.9,0.20,0.70,4.90,3.00,2.20
692,10.10,1.6,1.20,0.00,4.50,2.50,3.40
693,10.50,<1,48.00,72.00,1.00,3.00,1.10
694,7.60,,0.50,1.20,1.50,3.00,1.00
695,10.50,2.1,1.80,0.20,3.00,1.90,3.40
696,11.50,3.3,0.90,0.00,2.00,3.30,2.50
697,12.00,0.5,1.20,0.60,2.60,1.50,5.00
698,9.50,2.0,0.70,1.00,3.50,0.50,4.50
699,11.90,,0.90,0.70,2.80,1.00,4.00
700,8.80,180.0,0.00,0.00,4.10,,4.00
701,9.00,5.0,0.90,0.50,2.00,3.30,2.20
702,9.50,1.2,0.80,0.30,3.00,1.60,1.40
703,9.50,,0.50,,3.50,1.30,4.60
704,,198.0,24.00,72.00,1.50,2.50,3.10
705,10.00,1.3,0.90,1.70,4.00,1.70,1.00
706,10.20,0.5,0.20,0.10,,1.50,3.50
707,10.40,,,0.70,4.00,1.50,2.50
708,10.00,5.0,0.20,1.00,,2.20,2.50
709,10.00,1.3,0.80,0.00,3.80,0.50,3.00
710,,0.3,0.70,,,0.00,3.50
711,,42.0,6.00,12.00,1.70,1.50,2.40
712,9.50,2.0,0.00,0.10,2.70,2.50,3.00
713,10.50,5.2,0.40,0.50,2.00,2.50,2.50
714,9.30,5.6,1.10,0.00,1.10,1.50,2.80
715,,,0.20,0.00,,0.50,1.50
716,9.50,1.8,0.90,1.70,2.30,2.50,0.00
717,11.00,--,0.00,0.50,2.80,2.50,2.50
718,8.60,,0.80,,3.90,3.30,1.30
719,8.50,1.5,0.70,1.30,3.00,0.00,
720,8.00,3.5,1.70,0.40,2.50,4.00,0.70
721,9.70,4.7,1.70,0.00,1.00,3.70,1.50
722,9.00,1.8,0.80,0.90,3.00,1.50,3.90
723,,300.0,60.00,24.00,2.00,2.40,2.70
724,6.00,4.9,1.10,0.50,1.90,3.70,1.30
725,11.50,0.0,1.00,0.20,5.00,0.00,
726,9.00,4.0,0.30,0.40,1.50,4.60,1.80
727,8.80,4.3,0.00,0.00,2.00,3.00,4.00
728,9.90,4.7,2.10,0.00,0.70,2.70,1.70
729,10.50,336.0,42.00,24.00,1.00,2.00,2.50
730,8.40,,1.10,1.10,0.30,,1.50
731,11.20,30.0,78.00,0.00,1.00,3.70,4.00
732,,5.2,0.80,1.10,3.80,4.40,0.70
733,,6.4,1.10,1.10,1.40,4.00,0.90
734,9.50,not recorded,1.10,0.40,4.10,1.20,4.70
735,6.00,6.0,1.50,1.80,1.90,6.00,
736,10.50,5.0,0.00,0.00,1.50,3.50,2.10
737,,,0.70,0.70,2.50,2.70,3.90
738,10.00,0.5,0.00,0.00,4.90,2.00,4.00
739,10.20,1.6,0.40,0.00,1.40,2.00,2.20
740,11.50,2.8,0.90,0.00,1.60,0.50,4.50
741,11.50,150.0,24.00,0.00,1.60,1.20,3.00
742,10.60,2.1,0.40,0.40,3.40,3.40,2.20
743,,,0.50,1.50,3.90,2.50,3.00
744,9.20,TBD,0.90,1.50,2.00,2.20,3.00
745,8.30,3.1,0.00,0.40,5.00,1.50,2.20
746,10.00,3.0,0.20,0.60,1.00,3.60,3.60
747,10.00,330.0,24.00,6.00,0.70,2.10,3.00
748,9.00,0.5,0.00,0.40,2.00,1.50,3.00
749,9.50,3.0,0.30,0.50,2.00,2.40,3.20
750,10.50,3.0,0.20,0.00,0.30,1.00,3.00
751,8.00,72.0,0.00,60.00,3.00,3.00,1.80
752,10.70,120.0,90.00,,2.00,1.00,3.20
753,9.50,198.0,36.00,0.00,2.30,0.50,4.20
754,11.00,0.6,1.60,0.00,1.50,2.10,4.40
755,8.60,390.0,84.00,24.00,0.30,3.50,3.00
756,10.00,4.5,0.30,1.10,2.00,2.50,2.00
757,10.30,0.7,0.30,0.00,1.70,2.50,2.80
758,10.20,3.0,1.00,1.30,1.50,1.70,3.50
759,12.50,72.0,0.00,0.00,5.00,2.50,3.40
760,11.30,1.5,1.10,0.10,1.50,2.70,
761,10.80,2.0,1.00,0.40,4.50,2.90,1.50
762,9.50,2.5,0.70,1.10,4.50,3.10,0.90
763,10.00,2.6,0.00,0.60,2.50,1.20,3.00
764,9.60,,0.20,1.00,3.00,2.90,3.70
765,8.20,2.0,0.10,1.10,3.00,3.00,3.00
766,11.50,90.0,36.00,0.00,,1.20,2.10
767,8.50,5.5,1.00,0.80,2.00,,1.50
768,10.50,2.4,0.80,0.00,3.20,1.50,3.70
769,11.60,4.7,1.00,0.00,1.90,1.00,3.00
770,9.30,3.8,0.00,0.30,2.00,2.10,2.00
771,9.00,0.0,0.70,0.90,2.50,,4.60
772,9.60,0.7,0.80,0.60,2.00,1.70,5.30
773,7.50,120.0,84.00,,2.20,3.00,3.60
774,,3.5,1.30,0.00,1.20,3.90,2.50
775,9.60,not recorded,1.00,0.40,1.00,2.90,3.50
776,10.50,2.5,1.20,0.70,4.60,2.50,
777,10.40,0.9,0.50,0.00,3.00,1.00,4.00
778,8.10,4.4,0.30,0.50,2.70,3.50,3.50
779,10.00,1.0,,1.40,2.60,1.50,4.50
780,9.50,1.7,0.70,0.00,3.00,0.00,3.50
781,10.00,--,54.00,0.00,1.00,2.00,
782,9.00,2.0,0.10,0.90,2.30,2.90,
783,11.00,1.5,0.00,0.60,2.50,3.50,4.00
784,10.50,3.5,1.20,1.10,1.00,3.50,1.80
785,10.20,210.0,18.00,0.00,2.00,4.00,2.50
786,9.00,3.4,1.20,0.70,3.00,3.30,1.50
787,11.30,0.5,0.00,0.00,5.00,0.00,3.40
788,8.50,276.0,18.00,54.00,,4.60,2.20
789,9.60,1.6,0.90,0.10,3.10,,3.00
790,8.00,186.0,18.00,102.00,2.00,2.30,1.60
791,10.50,3.8,0.60,0.20,3.00,,3.00
792,10.40,1.2,0.40,0.00,2.30,,2.00
793,11.00,3.5,1.20,0.30,4.00,,1.90
794,9.00,3.0,0.50,0.60,2.30,1.30,4.00
795,7.90,4.5,0.30,0.00,2.40,2.00,5.40
796,,5.0,1.90,0.10,1.00,2.10,2.80
797,8.50,294.0,30.00,0.00,3.00,3.40,3.00
798,10.70,3.5,1.10,0.10,2.50,3.20,2.00
799,11.10,204.0,90.00,0.00,1.00,1.00,4.50
800,11.00,n/a,0.50,0.00,3.10,1.40,3.50
801,9.60,2.5,0.00,0.00,2.00,3.20,5.20
802,9.50,4.0,0.70,1.70,2.00,,1.50
803,8.80,4.5,0.20,0.60,3.30,1.50,3.00
804,,3.0,0.20,0.00,,1.20,2.00
805,9.70,1.0,1.30,0.70,4.00,2.00,2.20
806,9.20,6.1,,0.00,2.00,3.00,0.20
807,7.40,3.8,1.60,1.40,3.80,2.00,2.30
808,8.70,6.0,0.90,1.20,1.90,4.50,0.00
809,9.70,240.0,,0.30,2.60,3.50,1.50
810,7.40,6.0,1.30,1.10,1.00,4.10,1.90
811,10.50,0.0,0.00,0.00,3.60,,2.10
812,10.70,3.5,0.80,0.00,3.00,1.80,4.60
813,10.50,2.0,0.90,0.50,5.10,0.50,3.00
814,10.00,360.0,12.00,0.10,4.50,,1.50
815,7.30,5.5,0.50,0.90,4.10,4.50,2.30
816,9.10,5.0,1.40,0.30,2.60,3.00,2.80
817,10.30,210.0,18.00,0.00,4.00,0.00,4.00
818,10.00,0.0,36.00,0.00,2.00,0.50,3.10
819,8.50,300.0,120.00,2.00,0.70,3.40,2.00
820,10.20,4.0,1.00,0.80,1.50,2.00,3.00
821,10.50,3.7,0.70,0.00,,2.50,3.30
822,12.20,1.0,0.50,1.40,2.00,,3.60
823,9.70,,0.70,0.70,3.00,1.60,5.70
824,9.00,4.5,0.40,0.80,2.10,2.40,3.00
825,9.60,90.0,48.00,60.00,,2.10,2.50
826,10.30,2.0,1.10,0.70,1.60,2.30,3.50
827,8.30,330.0,24.00,,1.50,3.20,2.00
828,7.30,2.5,0.50,1.20,2.90,4.00,2.90
829,10.50,174.0,90.00,,3.30,3.10,0.80
830,8.70,n/a,0.20,0.00,2.90,3.50,3.00
831,9.80,4.4,0.80,0.00,2.50,3.50,3.30
832,9.30,210.0,12.00,0.00,1.00,1.40,2.00
833,9.60,1.5,1.00,0.00,2.50,1.50,5.60
834,10.50,1.8,1.00,0.50,0.50,3.50,4.70
835,10.00,1.4,0.60,0.20,1.00,1.00,4.00
836,9.10,2.8,1.00,1.50,3.00,3.00,2.00
837,10.50,,,0.20,2.80,3.20,
838,7.30,5.7,0.80,0.70,2.30,4.20,2.00
839,10.00,4.1,0.00,0.50,2.50,1.70,4.30
840,7.50,4.0,0.30,1.40,1.00,4.00,0.00
841,10.30,270.0,66.00,0.60,,2.00,2.90
842,10.50,2.8,0.00,0.00,1.40,0.60,6.00
843,9.00,270.0,12.00,48.00,1.00,2.70,0.60
844,9.50,5.0,1.10,0.10,1.50,3.70,1.80
845,10.50,198.0,78.00,30.00,3.00,1.50,3.40
846,9.40,0.3,0.10,0.00,2.60,3.00,3.50
847,8.50,,0.80,0.30,2.20,1.50,3.00
848,10.00,2.0,,0.60,5.00,2.50,3.50
849,8.80,2.3,0.60,0.10,6.00,3.40,3.30
850,10.50,1.4,1.30,0.10,3.60,3.50,0.90
851,9.50,5.7,,0.00,0.00,2.10,3.90
852,9.70,1.6,0.80,0.00,1.50,2.00,5.00
853,9.90,0.6,0.70,1.00,2.50,3.50,3.00
854,10.00,3.0,1.10,0.20,2.00,,3.50
855,9.50,4.0,0.00,0.30,3.50,1.00,4.50
856,10.90,3.4,0.80,0.40,2.00,1.50,3.50
857,10.40,2.2,0.70,0.50,2.50,0.60,3.50
858,8.50,4.5,0.70,1.00,3.50,4.20,1.50
859,10.50,1.8,0.60,0.20,4.00,1.50,3.00
860,9.00,4.2,0.90,1.40,0.10,2.60,0.90
861,11.10,n/a,,12.00,2.90,1.00,1.00
862,8.50,2.1,0.10,0.90,3.50,2.70,2.50
863,11.00,192.0,54.00,18.00,2.50,3.00,2.40
864,9.00,6.5,0.50,,1.50,1.20,4.60
865,8.00,3.5,1.10,0.60,1.50,,3.80
866,10.00,3.6,1.10,0.30,2.20,3.50,2.10
867,9.00,0.4,1.40,0.20,2.70,4.50,1.40
868,9.20,4.0,0.00,,1.50,3.60,2.70
869,6.50,5.0,0.30,0.60,,3.00,2.90
870,10.10,0.5,1.90,0.80,4.90,2.70,3.10
871,11.00,0.5,1.00,0.30,2.90,1.50,6.00
872,8.90,4.1,0.90,1.10,0.50,3.90,3.00
873,8.50,>60,,0.40,1.00,2.80,2.40
874,8.00,4.0,0.70,1.30,2.00,4.00,
875,9.00,3.9,0.80,0.50,,,2.00
876,10.20,2.4,1.10,0.60,3.00,1.50,4.50
877,7.50,7.0,1.40,1.40,2.00,3.40,1.50
878,9.90,6.5,0.20,0.40,1.00,2.80,
879,9.00,300.0,54.00,0.00,3.10,3.00,1.50
880,9.00,5.8,0.50,1.10,3.30,2.30,2.40
881,8.40,4.0,1.30,1.00,2.50,3.70,2.90
882,9.00,3.0,1.20,1.90,2.00,2.50,2.50
883,10.50,2.7,1.30,0.80,2.30,2.60,
884,8.30,3.3,0.80,1.00,4.10,3.50,1.80
885,10.40,,0.10,0.50,2.00,2.50,4.30
886,8.60,2.5,0.30,0.60,5.00,2.00,5.90
887,10.00,0.5,0.40,0.00,4.20,2.20,2.50
888,8.00,,1.20,1.60,2.30,3.80,0.70
889,9.00,1.5,0.00,0.80,2.00,3.00,3.50
890,11.30,5.0,0.90,0.30,0.40,2.60,3.00
891,11.00,2.9,0.50,1.30,1.30,3.50,1.80
892,9.40,294.0,6.00,66.00,1.00,3.10,3.00
893,9.10,1.9,0.10,,5.80,3.50,2.80
894,9.00,5.0,1.10,0.20,0.00,2.80,1.60
895,10.30,150.0,48.00,0.00,3.20,,2.50
896,8.20,2.7,0.80,1.30,,1.50,2.70
897,9.50,4.6,0.00,0.40,2.20,2.50,2.70
898,11.50,330.0,36.00,,2.20,2.00,1.00
899,11.90,n/a,0.00,0.40,2.00,2.50,2.80
900,10.30,4.3,0.10,0.20,2.00,0.00,5.10
901,7.50,360.0,96.00,0.70,1.30,4.50,1.50
902,10.40,3.5,1.50,1.20,,2.50,2.10
903,9.00,180.0,84.00,1.50,2.40,3.10,
904,9.60,3.3,1.00,,2.00,2.30,3.30
905,10.30,3.2,1.00,1.40,4.50,1.00,1.50
906,9.60,0.5,0.50,0.50,4.00,0.00,4.30
907,12.40,114.0,30.00,12.00,4.50,1.50,3.50
908,10.80,2.0,0.10,0.20,3.20,1.00,3.60
909,10.00,2.0,0.40,1.90,3.50,2.10,1.30
910,9.60,6.5,0.50,0.70,0.70,3.20,1.80
911,10.00,1.8,0.80,0.00,3.50,,2.80
912,10.00,2.9,0.50,0.00,2.60,4.00,3.80
913,8.50,,0.90,0.60,1.50,4.00,1.00
914,10.00,5.2,1.00,0.20,,2.10,3.50
915,10.00,TBD,1.90,0.80,1.40,2.50,2.00
916,10.70,4.0,0.20,0.00,2.00,2.50,3.00
917,9.50,48.0,6.00,0.70,8.00,2.50,4.50
918,11.00,120.0,30.00,0.00,,2.00,3.40
919,9.70,3.8,1.20,0.10,3.00,2.00,2.00
920,11.40,4.9,0.00,0.00,1.90,1.90,4.00
921,9.90,,30.00,48.00,1.50,2.00,4.00
922,11.20,0.5,0.00,0.00,3.50,0.50,4.20
923,10.30,2.0,0.00,0.00,1.50,2.50,4.50
924,9.80,2.7,0.30,1.90,2.50,3.60,1.00
925,11.10,1.3,0.70,0.60,3.50,,4.70
926,11.00,222.0,96.00,42.00,,1.40,3.50
927,8.80,3.8,0.50,0.90,2.00,2.50,
928,9.50,2.7,0.60,0.80,2.50,1.70,4.70
929,10.00,,1.50,0.10,1.00,3.50,2.00
930,7.20,5.5,0.70,0.40,1.20,2.10,1.50
931,11.00,4.5,0.90,0.00,0.90,2.70,3.30
932,10.60,3.5,0.80,0.20,2.40,2.50,3.00
933,8.00,120.0,60.00,54.00,2.00,3.00,2.00
934,10.60,3.0,0.00,0.00,1.40,2.30,3.50
935,9.00,5.2,1.70,0.90,4.80,3.50,0.20
936,9.10,60.0,60.00,0.00,,2.50,1.70
937,9.20,1.0,1.30,0.20,3.00,3.00,3.50
938,9.40,0.5,0.80,0.20,4.70,1.50,4.00
939,9.50,5.3,1.20,0.30,0.80,2.00,2.20
940,11.20,3.4,1.00,0.50,3.50,,3.60
941,9.00,2.9,1.30,0.00,1.80,1.00,1.50
942,11.00,0.0,0.90,0.40,1.10,,3.00
943,8.40,3.8,0.00,0.90,3.00,2.90,1.40
944,,3.9,0.60,,2.00,3.60,3.20
945,10.80,2.5,1.00,0.00,2.20,,5.00
946,8.70,3.5,0.50,0.40,2.40,3.50,3.00
947,9.50,366.0,12.00,0.80,,4.00,2.70
948,8.50,3.5,0.10,0.00,3.40,3.50,3.00
949,9.50,<1,1.00,0.80,2.00,3.90,2.00
950,10.00,5.0,1.40,0.20,0.50,3.20,2.50
951,10.10,3.0,0.40,1.40,2.40,4.50,0.50
952,11.00,,0.00,,1.10,2.50,5.00
953,9.00,5.6,0.90,1.20,0.40,3.80,1.80
954,10.50,4.0,0.00,0.00,0.30,3.70,4.40
955,10.00,5.0,1.20,0.00,1.50,3.10,1.00
956,9.50,0.0,0.60,0.60,2.20,3.00,2.50
957,9.10,120.0,36.00,1.40,0.10,2.00,1.60
958,9.00,0.9,1.20,2.10,1.70,2.80,2.70
959,9.90,1.8,0.60,0.80,5.40,2.40,3.00
960,10.60,2.0,1.10,0.90,4.10,2.50,2.50
961,10.00,252.0,48.00,24.00,3.60,1.50,2.50
962,9.60,3.0,0.00,0.20,1.00,1.50,5.00
963,11.30,0.0,0.80,0.00,3.00,0.60,4.20
964,10.00,3.0,0.50,0.00,3.50,2.50,2.50
965,10.10,0.5,0.30,0.00,3.50,2.50,
966,7.30,8.7,0.60,1.30,1.00,3.40,1.20
967,10.50,0.5,0.20,0.00,0.60,1.00,2.70
968,7.00,450.0,66.00,2.00,1.00,3.50,0.00
